fecha,indicador,operadora,valor,origen_valor
01/04/2025,Extracciones en ATM,3113143,3378462,OMP 02
01/05/2025,Extracciones en ATM,3113143,3664709,OMP 02
01/06/2025,Extracciones en ATM,3113143,3975896,OMP 02
01/07/2025,Extracciones en ATM,3113143,4270998,OMP 02
01/08/2025,Extracciones en ATM,3113143,4184728,OMP 02
01/09/2025,Extracciones en ATM,3113143,4014510,OMP 02
01/10/2025,Extracciones en ATM,3113143,4165917,OMP 02
01/11/2025,Extracciones en ATM,3113143,4101482,OMP 02
01/12/2025,Extracciones en ATM,3113143,5241463,OMP 02
01/01/2026,Extracciones en ATM,3113143,3891710,OMP 02
01/02/2026,Extracciones en ATM,3113143,3695568,OMP 02
01/03/2026,Extracciones en ATM,3113143,3969054,OMP 02
01/02/2018,Compras en POS con Tarjetas Prepagas,43407,40634,OMP 03
01/03/2018,Compras en POS con Tarjetas Prepagas,43407,44098,OMP 03
01/04/2018,Compras en POS con Tarjetas Prepagas,43407,45948,OMP 03
01/05/2018,Compras en POS con Tarjetas Prepagas,43407,44112,OMP 03
01/06/2018,Compras en POS con Tarjetas Prepagas,43407,42039,OMP 03
01/07/2018,Compras en POS con Tarjetas Prepagas,43407,49423,OMP 03
01/08/2018,Compras en POS con Tarjetas Prepagas,43407,48348,OMP 03
01/09/2018,Compras en POS con Tarjetas Prepagas,43407,44778,OMP 03
01/10/2018,Compras en POS con Tarjetas Prepagas,43407,50987,OMP 03
01/11/2018,Compras en POS con Tarjetas Prepagas,43407,48855,OMP 03
01/12/2018,Compras en POS con Tarjetas Prepagas,43407,47701,OMP 03
01/01/2019,Compras en POS con Tarjetas Prepagas,43407,51363,OMP 03
01/02/2019,Compras en POS con Tarjetas Prepagas,43407,46444,OMP 03
01/03/2019,Compras en POS con Tarjetas Prepagas,43407,51254,OMP 03
01/04/2019,Compras en POS con Tarjetas Prepagas,43407,50384,OMP 03
01/05/2019,Compras en POS con Tarjetas Prepagas,43407,52887,OMP 03
01/06/2019,Compras en POS con Tarjetas Prepagas,43407,48751,OMP 03
01/07/2019,Compras en POS con Tarjetas Prepagas,43407,56028,OMP 03
01/08/2019,Compras en POS con Tarjetas Prepagas,43407,55385,OMP 03
01/09/2019,Compras en POS con Tarjetas Prepagas,43407,56070,OMP 03
01/10/2019,Compras en POS con Tarjetas Prepagas,43407,60268,OMP 03
01/11/2019,Compras en POS con Tarjetas Prepagas,43407,58247,OMP 03
01/12/2019,Compras en POS con Tarjetas Prepagas,43407,59272,OMP 03
01/01/2020,Compras en POS con Tarjetas Prepagas,43407,57300,OMP 03
01/02/2020,Compras en POS con Tarjetas Prepagas,43407,55541,OMP 03
01/03/2020,Compras en POS con Tarjetas Prepagas,43407,43457,OMP 03
01/04/2020,Compras en POS con Tarjetas Prepagas,43407,24726,OMP 03
01/05/2020,Compras en POS con Tarjetas Prepagas,43407,95128,OMP 03
01/06/2020,Compras en POS con Tarjetas Prepagas,43407,118105,OMP 03
01/07/2020,Compras en POS con Tarjetas Prepagas,43407,124378,OMP 03
01/08/2020,Compras en POS con Tarjetas Prepagas,43407,125188,OMP 03
01/09/2020,Compras en POS con Tarjetas Prepagas,43407,122020,OMP 03
01/10/2020,Compras en POS con Tarjetas Prepagas,43407,130646,OMP 03
01/11/2020,Compras en POS con Tarjetas Prepagas,43407,144354,OMP 03
01/12/2020,Compras en POS con Tarjetas Prepagas,43407,151426,OMP 03
01/01/2021,Compras en POS con Tarjetas Prepagas,43407,133067,OMP 03
01/02/2021,Compras en POS con Tarjetas Prepagas,43407,135258,OMP 03
01/03/2021,Compras en POS con Tarjetas Prepagas,43407,148641,OMP 03
01/04/2021,Compras en POS con Tarjetas Prepagas,43407,128067,OMP 03
01/05/2021,Compras en POS con Tarjetas Prepagas,43407,148576,OMP 03
01/06/2021,Compras en POS con Tarjetas Prepagas,43407,148833,OMP 03
01/07/2021,Compras en POS con Tarjetas Prepagas,43407,157692,OMP 03
01/08/2021,Compras en POS con Tarjetas Prepagas,43407,171928,OMP 03
01/09/2021,Compras en POS con Tarjetas Prepagas,43407,166530,OMP 03
01/10/2021,Compras en POS con Tarjetas Prepagas,43407,169143,OMP 03
01/11/2021,Compras en POS con Tarjetas Prepagas,43407,191275,OMP 03
01/12/2021,Compras en POS con Tarjetas Prepagas,43407,207625,OMP 03
01/01/2022,Compras en POS con Tarjetas Prepagas,43407,189939,OMP 03
01/02/2022,Compras en POS con Tarjetas Prepagas,43407,163829,OMP 03
01/03/2022,Compras en POS con Tarjetas Prepagas,43407,221954,OMP 03
01/04/2022,Compras en POS con Tarjetas Prepagas,43407,189869,OMP 03
01/05/2022,Compras en POS con Tarjetas Prepagas,43407,218596,OMP 03
01/06/2022,Compras en POS con Tarjetas Prepagas,43407,206584,OMP 03
01/07/2022,Compras en POS con Tarjetas Prepagas,43407,212128,OMP 03
01/08/2022,Compras en POS con Tarjetas Prepagas,43407,234739,OMP 03
01/09/2022,Compras en POS con Tarjetas Prepagas,43407,216594,OMP 03
01/10/2022,Compras en POS con Tarjetas Prepagas,43407,221553,OMP 03
01/11/2022,Compras en POS con Tarjetas Prepagas,43407,207171,OMP 03
01/12/2022,Compras en POS con Tarjetas Prepagas,43407,215877,OMP 03
01/01/2023,Compras en POS con Tarjetas Prepagas,43407,206558,OMP 03
01/02/2023,Compras en POS con Tarjetas Prepagas,43407,182052,OMP 03
01/03/2023,Compras en POS con Tarjetas Prepagas,43407,201516,OMP 03
01/04/2023,Compras en POS con Tarjetas Prepagas,43407,170711,OMP 03
01/05/2023,Compras en POS con Tarjetas Prepagas,43407,201141,OMP 03
01/06/2023,Compras en POS con Tarjetas Prepagas,43407,184265,OMP 03
01/07/2023,Compras en POS con Tarjetas Prepagas,43407,189173,OMP 03
01/08/2023,Compras en POS con Tarjetas Prepagas,43407,184729,OMP 03
01/09/2023,Compras en POS con Tarjetas Prepagas,43407,173347,OMP 03
01/10/2023,Compras en POS con Tarjetas Prepagas,43407,198979,OMP 03
01/11/2023,Compras en POS con Tarjetas Prepagas,43407,174384,OMP 03
01/12/2023,Compras en POS con Tarjetas Prepagas,43407,173221,OMP 03
01/01/2024,Compras en POS con Tarjetas Prepagas,43407,176171,OMP 03
01/02/2024,Compras en POS con Tarjetas Prepagas,43407,154098,OMP 03
01/03/2024,Compras en POS con Tarjetas Prepagas,43407,125070,OMP 03
01/04/2024,Compras en POS con Tarjetas Prepagas,43407,145788,OMP 03
01/05/2024,Compras en POS con Tarjetas Prepagas,43407,130144,OMP 03
01/06/2024,Compras en POS con Tarjetas Prepagas,43407,132167,OMP 03
01/07/2024,Compras en POS con Tarjetas Prepagas,43407,136332,OMP 03
01/08/2024,Compras en POS con Tarjetas Prepagas,43407,134095,OMP 03
01/09/2024,Compras en POS con Tarjetas Prepagas,43407,129164,OMP 03
01/10/2024,Compras en POS con Tarjetas Prepagas,43407,140927,OMP 03
01/11/2024,Compras en POS con Tarjetas Prepagas,43407,120029,OMP 03
01/12/2024,Compras en POS con Tarjetas Prepagas,43407,127749,OMP 03
01/01/2025,Compras en POS con Tarjetas Prepagas,43407,114299,OMP 03
01/02/2025,Compras en POS con Tarjetas Prepagas,43407,110721,OMP 03
01/03/2025,Compras en POS con Tarjetas Prepagas,43407,128050,OMP 03
01/04/2025,Compras en POS con Tarjetas Prepagas,43407,110847,OMP 03
01/05/2025,Compras en POS con Tarjetas Prepagas,43407,117133,OMP 03
01/06/2025,Compras en POS con Tarjetas Prepagas,43407,118255,OMP 03
01/07/2025,Compras en POS con Tarjetas Prepagas,43407,118134,OMP 03
01/08/2025,Compras en POS con Tarjetas Prepagas,43407,120598,OMP 03
01/09/2025,Compras en POS con Tarjetas Prepagas,43407,127144,OMP 03
01/10/2025,Compras en POS con Tarjetas Prepagas,43407,130557,OMP 03
01/11/2025,Compras en POS con Tarjetas Prepagas,43407,110122,OMP 03
01/12/2025,Compras en POS con Tarjetas Prepagas,43407,117807,OMP 03
01/01/2026,Compras en POS con Tarjetas Prepagas,43407,107509,OMP 03
01/02/2026,Compras en POS con Tarjetas Prepagas,43407,108578,OMP 03
01/03/2026,Compras en POS con Tarjetas Prepagas,43407,126061,OMP 03
01/02/2018,Compras en Internet con Tarjetas Prepagas,998,884,OMP 03
01/03/2018,Compras en Internet con Tarjetas Prepagas,998,922,OMP 03
01/04/2018,Compras en Internet con Tarjetas Prepagas,998,1299,OMP 03
01/05/2018,Compras en Internet con Tarjetas Prepagas,998,1143,OMP 03
01/06/2018,Compras en Internet con Tarjetas Prepagas,998,975,OMP 03
01/07/2018,Compras en Internet con Tarjetas Prepagas,998,1306,OMP 03
01/08/2018,Compras en Internet con Tarjetas Prepagas,998,1389,OMP 03
01/09/2018,Compras en Internet con Tarjetas Prepagas,998,1219,OMP 03
01/10/2018,Compras en Internet con Tarjetas Prepagas,998,1572,OMP 03
01/11/2018,Compras en Internet con Tarjetas Prepagas,998,1679,OMP 03
01/12/2018,Compras en Internet con Tarjetas Prepagas,998,1576,OMP 03
01/01/2019,Compras en Internet con Tarjetas Prepagas,998,2037,OMP 03
01/02/2019,Compras en Internet con Tarjetas Prepagas,998,1833,OMP 03
01/03/2019,Compras en Internet con Tarjetas Prepagas,998,1974,OMP 03
01/04/2019,Compras en Internet con Tarjetas Prepagas,998,2239,OMP 03
01/05/2019,Compras en Internet con Tarjetas Prepagas,998,2087,OMP 03
01/06/2019,Compras en Internet con Tarjetas Prepagas,998,1906,OMP 03
01/07/2019,Compras en Internet con Tarjetas Prepagas,998,2494,OMP 03
01/08/2019,Compras en Internet con Tarjetas Prepagas,998,2477,OMP 03
01/09/2019,Compras en Internet con Tarjetas Prepagas,998,2414,OMP 03
01/10/2019,Compras en Internet con Tarjetas Prepagas,998,2901,OMP 03
01/11/2019,Compras en Internet con Tarjetas Prepagas,998,2890,OMP 03
01/12/2019,Compras en Internet con Tarjetas Prepagas,998,3375,OMP 03
01/01/2020,Compras en Internet con Tarjetas Prepagas,998,3321,OMP 03
01/02/2020,Compras en Internet con Tarjetas Prepagas,998,3253,OMP 03
01/03/2020,Compras en Internet con Tarjetas Prepagas,998,3493,OMP 03
01/04/2020,Compras en Internet con Tarjetas Prepagas,998,4183,OMP 03
01/05/2020,Compras en Internet con Tarjetas Prepagas,998,5473,OMP 03
01/06/2020,Compras en Internet con Tarjetas Prepagas,998,6878,OMP 03
01/07/2020,Compras en Internet con Tarjetas Prepagas,998,7634,OMP 03
01/08/2020,Compras en Internet con Tarjetas Prepagas,998,7947,OMP 03
01/09/2020,Compras en Internet con Tarjetas Prepagas,998,7886,OMP 03
01/10/2020,Compras en Internet con Tarjetas Prepagas,998,8764,OMP 03
01/11/2020,Compras en Internet con Tarjetas Prepagas,998,10899,OMP 03
01/12/2020,Compras en Internet con Tarjetas Prepagas,998,11822,OMP 03
01/01/2021,Compras en Internet con Tarjetas Prepagas,998,11181,OMP 03
01/02/2021,Compras en Internet con Tarjetas Prepagas,998,11350,OMP 03
01/03/2021,Compras en Internet con Tarjetas Prepagas,998,13989,OMP 03
01/04/2021,Compras en Internet con Tarjetas Prepagas,998,107441,OMP 03
01/05/2021,Compras en Internet con Tarjetas Prepagas,998,204175,OMP 03
01/06/2021,Compras en Internet con Tarjetas Prepagas,998,19020,OMP 03
01/07/2021,Compras en Internet con Tarjetas Prepagas,998,25299,OMP 03
01/08/2021,Compras en Internet con Tarjetas Prepagas,998,27838,OMP 03
01/09/2021,Compras en Internet con Tarjetas Prepagas,998,26622,OMP 03
01/10/2021,Compras en Internet con Tarjetas Prepagas,998,25223,OMP 03
01/11/2021,Compras en Internet con Tarjetas Prepagas,998,29820,OMP 03
01/12/2021,Compras en Internet con Tarjetas Prepagas,998,30131,OMP 03
01/01/2022,Compras en Internet con Tarjetas Prepagas,998,27177,OMP 03
01/02/2022,Compras en Internet con Tarjetas Prepagas,998,22128,OMP 03
01/03/2022,Compras en Internet con Tarjetas Prepagas,998,30683,OMP 03
01/04/2022,Compras en Internet con Tarjetas Prepagas,998,26546,OMP 03
01/05/2022,Compras en Internet con Tarjetas Prepagas,998,28102,OMP 03
01/06/2022,Compras en Internet con Tarjetas Prepagas,998,27800,OMP 03
01/07/2022,Compras en Internet con Tarjetas Prepagas,998,26981,OMP 03
01/08/2022,Compras en Internet con Tarjetas Prepagas,998,32328,OMP 03
01/09/2022,Compras en Internet con Tarjetas Prepagas,998,32684,OMP 03
01/10/2022,Compras en Internet con Tarjetas Prepagas,998,34214,OMP 03
01/11/2022,Compras en Internet con Tarjetas Prepagas,998,28898,OMP 03
01/12/2022,Compras en Internet con Tarjetas Prepagas,998,27687,OMP 03
01/01/2023,Compras en Internet con Tarjetas Prepagas,998,29658,OMP 03
01/02/2023,Compras en Internet con Tarjetas Prepagas,998,25261,OMP 03
01/03/2023,Compras en Internet con Tarjetas Prepagas,998,29127,OMP 03
01/04/2023,Compras en Internet con Tarjetas Prepagas,998,32367,OMP 03
01/05/2023,Compras en Internet con Tarjetas Prepagas,998,30659,OMP 03
01/06/2023,Compras en Internet con Tarjetas Prepagas,998,28578,OMP 03
01/07/2023,Compras en Internet con Tarjetas Prepagas,998,30152,OMP 03
01/08/2023,Compras en Internet con Tarjetas Prepagas,998,28429,OMP 03
01/09/2023,Compras en Internet con Tarjetas Prepagas,998,30146,OMP 03
01/10/2023,Compras en Internet con Tarjetas Prepagas,998,40078,OMP 03
01/11/2023,Compras en Internet con Tarjetas Prepagas,998,38538,OMP 03
01/12/2023,Compras en Internet con Tarjetas Prepagas,998,35754,OMP 03
01/01/2024,Compras en Internet con Tarjetas Prepagas,998,39175,OMP 03
01/02/2024,Compras en Internet con Tarjetas Prepagas,998,40185,OMP 03
01/03/2024,Compras en Internet con Tarjetas Prepagas,998,37071,OMP 03
01/04/2024,Compras en Internet con Tarjetas Prepagas,998,41952,OMP 03
01/05/2024,Compras en Internet con Tarjetas Prepagas,998,37879,OMP 03
01/06/2024,Compras en Internet con Tarjetas Prepagas,998,33242,OMP 03
01/07/2024,Compras en Internet con Tarjetas Prepagas,998,19442,OMP 03
01/08/2024,Compras en Internet con Tarjetas Prepagas,998,18511,OMP 03
01/09/2024,Compras en Internet con Tarjetas Prepagas,998,17853,OMP 03
01/10/2024,Compras en Internet con Tarjetas Prepagas,998,21914,OMP 03
01/11/2024,Compras en Internet con Tarjetas Prepagas,998,19991,OMP 03
01/12/2024,Compras en Internet con Tarjetas Prepagas,998,19964,OMP 03
01/01/2025,Compras en Internet con Tarjetas Prepagas,998,17263,OMP 03
01/02/2025,Compras en Internet con Tarjetas Prepagas,998,16841,OMP 03
01/03/2025,Compras en Internet con Tarjetas Prepagas,998,19712,OMP 03
01/04/2025,Compras en Internet con Tarjetas Prepagas,998,21446,OMP 03
01/05/2025,Compras en Internet con Tarjetas Prepagas,998,21704,OMP 03
01/06/2025,Compras en Internet con Tarjetas Prepagas,998,22014,OMP 03
01/07/2025,Compras en Internet con Tarjetas Prepagas,998,22535,OMP 03
01/08/2025,Compras en Internet con Tarjetas Prepagas,998,21770,OMP 03
01/09/2025,Compras en Internet con Tarjetas Prepagas,998,21301,OMP 03
01/10/2025,Compras en Internet con Tarjetas Prepagas,998,21483,OMP 03
01/11/2025,Compras en Internet con Tarjetas Prepagas,998,19508,OMP 03
01/12/2025,Compras en Internet con Tarjetas Prepagas,998,21029,OMP 03
01/01/2026,Compras en Internet con Tarjetas Prepagas,998,17907,OMP 03
01/02/2026,Compras en Internet con Tarjetas Prepagas,998,17455,OMP 03
01/03/2026,Compras en Internet con Tarjetas Prepagas,998,19566,OMP 03
01/02/2018,Extracciones en ATM con Tarjetas Prepagas,22177,20910,OMP 03
01/03/2018,Extracciones en ATM con Tarjetas Prepagas,22177,23612,OMP 03
01/04/2018,Extracciones en ATM con Tarjetas Prepagas,22177,25669,OMP 03
01/05/2018,Extracciones en ATM con Tarjetas Prepagas,22177,22745,OMP 03
01/06/2018,Extracciones en ATM con Tarjetas Prepagas,22177,20710,OMP 03
01/07/2018,Extracciones en ATM con Tarjetas Prepagas,22177,23700,OMP 03
01/08/2018,Extracciones en ATM con Tarjetas Prepagas,22177,23826,OMP 03
01/09/2018,Extracciones en ATM con Tarjetas Prepagas,22177,21806,OMP 03
01/10/2018,Extracciones en ATM con Tarjetas Prepagas,22177,23609,OMP 03
01/11/2018,Extracciones en ATM con Tarjetas Prepagas,22177,22750,OMP 03
01/12/2018,Extracciones en ATM con Tarjetas Prepagas,22177,22196,OMP 03
01/01/2019,Extracciones en ATM con Tarjetas Prepagas,22177,21659,OMP 03
01/02/2019,Extracciones en ATM con Tarjetas Prepagas,22177,21073,OMP 03
01/03/2019,Extracciones en ATM con Tarjetas Prepagas,22177,22263,OMP 03
01/04/2019,Extracciones en ATM con Tarjetas Prepagas,22177,21224,OMP 03
01/05/2019,Extracciones en ATM con Tarjetas Prepagas,22177,24848,OMP 03
01/06/2019,Extracciones en ATM con Tarjetas Prepagas,22177,21916,OMP 03
01/07/2019,Extracciones en ATM con Tarjetas Prepagas,22177,23851,OMP 03
01/08/2019,Extracciones en ATM con Tarjetas Prepagas,22177,23328,OMP 03
01/09/2019,Extracciones en ATM con Tarjetas Prepagas,22177,22712,OMP 03
01/10/2019,Extracciones en ATM con Tarjetas Prepagas,22177,25059,OMP 03
01/11/2019,Extracciones en ATM con Tarjetas Prepagas,22177,23917,OMP 03
01/12/2019,Extracciones en ATM con Tarjetas Prepagas,22177,23716,OMP 03
01/01/2020,Extracciones en ATM con Tarjetas Prepagas,22177,21894,OMP 03
01/02/2020,Extracciones en ATM con Tarjetas Prepagas,22177,22235,OMP 03
01/03/2020,Extracciones en ATM con Tarjetas Prepagas,22177,18390,OMP 03
01/04/2020,Extracciones en ATM con Tarjetas Prepagas,22177,10337,OMP 03
01/05/2020,Extracciones en ATM con Tarjetas Prepagas,22177,10846,OMP 03
01/06/2020,Extracciones en ATM con Tarjetas Prepagas,22177,18028,OMP 03
01/07/2020,Extracciones en ATM con Tarjetas Prepagas,22177,20015,OMP 03
01/08/2020,Extracciones en ATM con Tarjetas Prepagas,22177,19717,OMP 03
01/09/2020,Extracciones en ATM con Tarjetas Prepagas,22177,19423,OMP 03
01/10/2020,Extracciones en ATM con Tarjetas Prepagas,22177,20135,OMP 03
01/11/2020,Extracciones en ATM con Tarjetas Prepagas,22177,21009,OMP 03
01/12/2020,Extracciones en ATM con Tarjetas Prepagas,22177,21600,OMP 03
01/01/2021,Extracciones en ATM con Tarjetas Prepagas,22177,19574,OMP 03
01/02/2021,Extracciones en ATM con Tarjetas Prepagas,22177,19580,OMP 03
01/03/2021,Extracciones en ATM con Tarjetas Prepagas,22177,20536,OMP 03
01/04/2021,Extracciones en ATM con Tarjetas Prepagas,22177,18273,OMP 03
01/05/2021,Extracciones en ATM con Tarjetas Prepagas,22177,20847,OMP 03
01/06/2021,Extracciones en ATM con Tarjetas Prepagas,22177,20627,OMP 03
01/07/2021,Extracciones en ATM con Tarjetas Prepagas,22177,22420,OMP 03
01/08/2021,Extracciones en ATM con Tarjetas Prepagas,22177,25334,OMP 03
01/09/2021,Extracciones en ATM con Tarjetas Prepagas,22177,24921,OMP 03
01/10/2021,Extracciones en ATM con Tarjetas Prepagas,22177,24686,OMP 03
01/11/2021,Extracciones en ATM con Tarjetas Prepagas,22177,26645,OMP 03
01/12/2021,Extracciones en ATM con Tarjetas Prepagas,22177,42794,OMP 03
01/01/2022,Extracciones en ATM con Tarjetas Prepagas,22177,33512,OMP 03
01/02/2022,Extracciones en ATM con Tarjetas Prepagas,22177,30790,OMP 03
01/03/2022,Extracciones en ATM con Tarjetas Prepagas,22177,40659,OMP 03
01/04/2022,Extracciones en ATM con Tarjetas Prepagas,22177,37919,OMP 03
01/05/2022,Extracciones en ATM con Tarjetas Prepagas,22177,36558,OMP 03
01/06/2022,Extracciones en ATM con Tarjetas Prepagas,22177,15245,OMP 03
01/07/2022,Extracciones en ATM con Tarjetas Prepagas,22177,39304,OMP 03
01/08/2022,Extracciones en ATM con Tarjetas Prepagas,22177,39615,OMP 03
01/09/2022,Extracciones en ATM con Tarjetas Prepagas,22177,40517,OMP 03
01/10/2022,Extracciones en ATM con Tarjetas Prepagas,22177,37132,OMP 03
01/11/2022,Extracciones en ATM con Tarjetas Prepagas,22177,32326,OMP 03
01/12/2022,Extracciones en ATM con Tarjetas Prepagas,22177,32345,OMP 03
01/01/2023,Extracciones en ATM con Tarjetas Prepagas,22177,30283,OMP 03
01/02/2023,Extracciones en ATM con Tarjetas Prepagas,22177,26402,OMP 03
01/03/2023,Extracciones en ATM con Tarjetas Prepagas,22177,29372,OMP 03
01/04/2023,Extracciones en ATM con Tarjetas Prepagas,22177,25048,OMP 03
01/05/2023,Extracciones en ATM con Tarjetas Prepagas,22177,26015,OMP 03
01/06/2023,Extracciones en ATM con Tarjetas Prepagas,22177,23228,OMP 03
01/07/2023,Extracciones en ATM con Tarjetas Prepagas,22177,28908,OMP 03
01/08/2023,Extracciones en ATM con Tarjetas Prepagas,22177,25541,OMP 03
01/09/2023,Extracciones en ATM con Tarjetas Prepagas,22177,21253,OMP 03
01/10/2023,Extracciones en ATM con Tarjetas Prepagas,22177,5761,OMP 03
01/11/2023,Extracciones en ATM con Tarjetas Prepagas,22177,21165,OMP 03
01/12/2023,Extracciones en ATM con Tarjetas Prepagas,22177,19704,OMP 03
01/01/2024,Extracciones en ATM con Tarjetas Prepagas,22177,17909,OMP 03
01/02/2024,Extracciones en ATM con Tarjetas Prepagas,22177,16313,OMP 03
01/03/2024,Extracciones en ATM con Tarjetas Prepagas,22177,3960,OMP 03
01/04/2024,Extracciones en ATM con Tarjetas Prepagas,22177,30765,OMP 03
01/05/2024,Extracciones en ATM con Tarjetas Prepagas,22177,15936,OMP 03
01/06/2024,Extracciones en ATM con Tarjetas Prepagas,22177,15895,OMP 03
01/07/2024,Extracciones en ATM con Tarjetas Prepagas,22177,13570,OMP 03
01/08/2024,Extracciones en ATM con Tarjetas Prepagas,22177,20056,OMP 03
01/09/2024,Extracciones en ATM con Tarjetas Prepagas,22177,21289,OMP 03
01/10/2024,Extracciones en ATM con Tarjetas Prepagas,22177,21320,OMP 03
01/11/2024,Extracciones en ATM con Tarjetas Prepagas,22177,19333,OMP 03
01/12/2024,Extracciones en ATM con Tarjetas Prepagas,22177,23623,OMP 03
01/01/2025,Extracciones en ATM con Tarjetas Prepagas,22177,18274,OMP 03
01/02/2025,Extracciones en ATM con Tarjetas Prepagas,22177,17296,OMP 03
01/03/2025,Extracciones en ATM con Tarjetas Prepagas,22177,21352,OMP 03
01/04/2025,Extracciones en ATM con Tarjetas Prepagas,22177,18482,OMP 03
01/05/2025,Extracciones en ATM con Tarjetas Prepagas,22177,20206,OMP 03
01/06/2025,Extracciones en ATM con Tarjetas Prepagas,22177,20551,OMP 03
01/07/2025,Extracciones en ATM con Tarjetas Prepagas,22177,21396,OMP 03
01/08/2025,Extracciones en ATM con Tarjetas Prepagas,22177,20239,OMP 03
01/09/2025,Extracciones en ATM con Tarjetas Prepagas,22177,19335,OMP 03
01/10/2025,Extracciones en ATM con Tarjetas Prepagas,22177,20925,OMP 03
01/11/2025,Extracciones en ATM con Tarjetas Prepagas,22177,18562,OMP 03
01/12/2025,Extracciones en ATM con Tarjetas Prepagas,22177,19252,OMP 03
01/01/2026,Extracciones en ATM con Tarjetas Prepagas,22177,17835,OMP 03
01/02/2026,Extracciones en ATM con Tarjetas Prepagas,22177,17803,OMP 03
01/03/2026,Extracciones en ATM con Tarjetas Prepagas,22177,20808,OMP 03
01/02/2018,Cantidad de ATM por Operadora,1053,1053,OMP 04
01/03/2018,Cantidad de ATM por Operadora,1053,1055,OMP 04
01/04/2018,Cantidad de ATM por Operadora,1053,1058,OMP 04
01/05/2018,Cantidad de ATM por Operadora,1053,1056,OMP 04
01/06/2018,Cantidad de ATM por Operadora,1053,1062,OMP 04
01/07/2018,Cantidad de ATM por Operadora,1053,1059,OMP 04
01/08/2018,Cantidad de ATM por Operadora,1053,1053,OMP 04
01/09/2018,Cantidad de ATM por Operadora,1053,1060,OMP 04
01/10/2018,Cantidad de ATM por Operadora,1053,1062,OMP 04
01/11/2018,Cantidad de ATM por Operadora,1053,1066,OMP 04
01/12/2018,Cantidad de ATM por Operadora,1053,1068,OMP 04
01/01/2019,Cantidad de ATM por Operadora,1053,1067,OMP 04
01/02/2019,Cantidad de ATM por Operadora,1053,1066,OMP 04
01/03/2019,Cantidad de ATM por Operadora,1053,1067,OMP 04
01/04/2019,Cantidad de ATM por Operadora,1053,1064,OMP 04
01/05/2019,Cantidad de ATM por Operadora,1053,1039,OMP 04
01/06/2019,Cantidad de ATM por Operadora,1053,1039,OMP 04
01/07/2019,Cantidad de ATM por Operadora,1053,1039,OMP 04
01/08/2019,Cantidad de ATM por Operadora,1053,1038,OMP 04
01/09/2019,Cantidad de ATM por Operadora,1053,1043,OMP 04
01/10/2019,Cantidad de ATM por Operadora,1053,1038,OMP 04
01/11/2019,Cantidad de ATM por Operadora,1053,1040,OMP 04
01/12/2019,Cantidad de ATM por Operadora,1053,1035,OMP 04
01/01/2020,Cantidad de ATM por Operadora,1053,1038,OMP 04
01/02/2020,Cantidad de ATM por Operadora,1053,1038,OMP 04
01/03/2020,Cantidad de ATM por Operadora,1053,1038,OMP 04
01/04/2020,Cantidad de ATM por Operadora,1053,1038,OMP 04
01/05/2020,Cantidad de ATM por Operadora,1053,1039,OMP 04
01/06/2020,Cantidad de ATM por Operadora,1053,1033,OMP 04
01/07/2020,Cantidad de ATM por Operadora,1053,1029,OMP 04
01/08/2020,Cantidad de ATM por Operadora,1053,1029,OMP 04
01/09/2020,Cantidad de ATM por Operadora,1053,1030,OMP 04
01/10/2020,Cantidad de ATM por Operadora,1053,1033,OMP 04
01/11/2020,Cantidad de ATM por Operadora,1053,1043,OMP 04
01/12/2020,Cantidad de ATM por Operadora,1053,1046,OMP 04
01/01/2021,Cantidad de ATM por Operadora,1053,1042,OMP 04
01/02/2021,Cantidad de ATM por Operadora,1053,1043,OMP 04
01/03/2021,Cantidad de ATM por Operadora,1053,1045,OMP 04
01/04/2021,Cantidad de ATM por Operadora,1053,1045,OMP 04
01/05/2021,Cantidad de ATM por Operadora,1053,1046,OMP 04
01/06/2021,Cantidad de ATM por Operadora,1053,1045,OMP 04
01/07/2021,Cantidad de ATM por Operadora,1053,1047,OMP 04
01/08/2021,Cantidad de ATM por Operadora,1053,1047,OMP 04
01/09/2021,Cantidad de ATM por Operadora,1053,1049,OMP 04
01/10/2021,Cantidad de ATM por Operadora,1053,1015,OMP 04
01/11/2021,Cantidad de ATM por Operadora,1053,988,OMP 04
01/12/2021,Cantidad de ATM por Operadora,1053,990,OMP 04
01/01/2022,Cantidad de ATM por Operadora,1053,990,OMP 04
01/02/2022,Cantidad de ATM por Operadora,1053,993,OMP 04
01/03/2022,Cantidad de ATM por Operadora,1053,997,OMP 04
01/04/2022,Cantidad de ATM por Operadora,1053,997,OMP 04
01/05/2022,Cantidad de ATM por Operadora,1053,1000,OMP 04
01/06/2022,Cantidad de ATM por Operadora,1053,990,OMP 04
01/07/2022,Cantidad de ATM por Operadora,1053,976,OMP 04
01/08/2022,Cantidad de ATM por Operadora,1053,972,OMP 04
01/09/2022,Cantidad de ATM por Operadora,1053,969,OMP 04
01/10/2022,Cantidad de ATM por Operadora,1053,972,OMP 04
01/11/2022,Cantidad de ATM por Operadora,1053,979,OMP 04
01/12/2022,Cantidad de ATM por Operadora,1053,980,OMP 04
01/01/2023,Cantidad de ATM por Operadora,1053,974,OMP 04
01/02/2023,Cantidad de ATM por Operadora,1053,977,OMP 04
01/03/2023,Cantidad de ATM por Operadora,1053,976,OMP 04
01/04/2023,Cantidad de ATM por Operadora,1053,977,OMP 04
